Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
23.03.04,7:00:00,1.1,4.6,88,9.8,75.0,80.393763,105.7067693
11.12.04,16:00:00,1.8,7.8,112,17.8,21.0,,
10.02.05,17:00:00,2.6,-200.0,149,-200.0,-200.0,,
02.08.04,14:00:00,1.2,8.7,95,36.1,26.4,,
26.08.04,6:00:00,1.0,-200.0,59,-200.0,-200.0,,
26.05.04,13:00:00,1.8,14.0,112,31.6,16.4,,
19.03.04,14:00:00,3.3,16.7,135,16.3,47.1,23.17880888,53.08277145
29.03.04,7:00:00,2.9,14.3,103,8.1,56.8,90.63110189,108.5273524
15.03.04,5:00:00,1.0,3.9,74,11.9,67.4,46.98305284,53.89120163
09.08.04,23:00:00,1.4,9.1,66,27.5,54.4,,
23.04.04,9:00:00,5.0,22.1,142,19.1,42.1,189.3967244,206.4819605
26.09.04,18:00:00,2.2,7.8,99,21.5,31.4,,
16.08.04,18:00:00,1.3,7.0,77,35.2,22.3,,
18.07.04,11:00:00,0.8,7.3,91,36.3,16.3,,
08.08.04,4:00:00,0.6,2.4,33,23.9,61.2,,
27.12.04,1:00:00,1.5,3.9,114,11.5,74.2,,
24.10.04,19:00:00,5.2,24.3,127,21.7,62.9,,
14.05.04,15:00:00,2.1,11.4,103,28.4,20.2,122.4029372,67.17899406
25.07.04,22:00:00,1.5,6.8,88,27.3,44.1,,
03.04.05,8:00:00,0.7,2.4,89,13.5,40.0,,
07.12.04,8:00:00,2.8,12.6,98,11.7,68.9,,
23.09.04,8:00:00,2.8,18.8,104,23.7,54.4,,
10.12.04,17:00:00,2.9,11.8,148,16.0,20.8,,
16.02.05,11:00:00,1.3,5.0,98,9.1,33.0,,
23.12.04,7:00:00,1.8,5.3,115,1.2,61.4,,
01.09.04,17:00:00,3.2,19.4,149,34.6,22.0,,
01.03.05,12:00:00,0.7,1.9,95,3.3,29.2,,
06.10.04,3:00:00,-200.0,3.2,-200,19.8,65.1,,
18.08.04,23:00:00,1.4,6.4,53,28.0,52.9,,
09.05.04,18:00:00,-200.0,6.3,-200,17.8,44.3,124.5735544,64.63552629
28.02.05,6:00:00,0.3,0.2,31,2.8,52.6,,
19.10.04,7:00:00,-200.0,21.7,-200,15.2,74.7,,
13.05.04,2:00:00,0.6,2.5,47,16.2,52.8,112.4102852,64.49439361
12.08.04,14:00:00,1.0,5.0,56,35.9,32.1,,
02.01.05,0:00:00,1.8,5.2,112,4.7,62.9,,
11.03.04,16:00:00,2.2,8.3,131,9.7,71.2,46.33684195,60.80378756
26.02.05,0:00:00,2.8,8.8,161,4.7,69.0,,
17.11.04,10:00:00,3.2,14.6,213,11.4,45.4,,
30.11.04,20:00:00,6.8,30.3,168,11.5,68.0,,
01.07.04,13:00:00,2.0,12.2,114,37.6,26.9,,
01.08.04,18:00:00,1.2,6.4,100,36.6,24.6,,
04.03.05,20:00:00,4.6,18.5,225,8.4,54.7,,
15.01.05,7:00:00,1.3,4.3,83,3.5,80.8,,
26.01.05,12:00:00,0.1,2.7,130,4.3,50.0,,
03.05.04,22:00:00,1.1,5.3,70,19.5,57.1,59.94493807,174.4062931
02.02.05,4:00:00,2.5,4.8,121,3.3,66.8,,
30.10.04,9:00:00,3.0,14.4,106,17.4,79.3,,
27.12.04,11:00:00,1.6,6.4,119,13.5,59.9,,
25.07.04,12:00:00,0.8,3.0,54,28.2,42.6,,
17.03.05,19:00:00,3.9,21.3,214,20.2,29.3,,
29.09.04,22:00:00,1.9,10.9,125,19.7,49.3,,
09.03.05,23:00:00,1.8,6.6,137,8.3,64.2,,
24.10.04,2:00:00,2.1,10.9,66,19.4,71.4,,
26.10.04,1:00:00,1.6,8.0,60,16.8,74.9,,
20.04.04,3:00:00,-200.0,0.8,-200,9.7,78.9,181.1053541,202.1352078
07.10.04,4:00:00,-200.0,2.9,-200,19.9,66.1,,
19.06.04,11:00:00,1.7,9.6,102,31.2,32.4,,
01.08.04,20:00:00,1.5,9.2,77,30.7,38.7,,
28.02.05,5:00:00,0.3,0.3,25,3.6,50.3,,
01.02.05,5:00:00,0.9,3.8,114,1.8,68.9,,
30.12.04,11:00:00,-200.0,4.1,-200,11.7,34.4,,
20.04.04,16:00:00,-200.0,13.7,-200,25.9,26.9,171.77285519999995,216.49240330000003
26.06.04,5:00:00,0.4,2.3,58,19.5,42.4,,
22.01.05,2:00:00,1.5,15.1,198,7.1,77.3,,
19.11.04,19:00:00,8.3,29.8,188,16.2,62.6,,
21.04.04,5:00:00,-200.0,3.7,-200,10.1,71.8,189.5982803,211.1831411
19.01.05,7:00:00,0.1,2.5,89,5.6,69.5,,
20.10.04,5:00:00,-200.0,10.2,-200,18.4,74.6,,
15.04.04,10:00:00,3.8,17.3,127,15.0,49.3,152.7695651,157.8350525
04.02.05,13:00:00,1.2,6.3,138,14.5,28.3,,
11.09.04,19:00:00,-200.0,13.9,-200,29.3,32.6,,
31.07.04,6:00:00,1.2,7.3,71,22.6,58.8,,
25.06.04,19:00:00,3.4,17.9,129,29.9,19.8,,
08.07.04,19:00:00,5.1,30.0,206,34.9,29.3,,
05.09.04,11:00:00,1.0,2.7,-200,33.0,23.5,,
08.05.04,13:00:00,-200.0,9.2,-200,16.2,60.0,112.2015665,67.33327831
24.07.04,5:00:00,0.8,5.5,61,24.6,52.2,,
05.06.04,13:00:00,1.4,8.4,72,30.3,25.2,,
12.01.05,21:00:00,5.9,23.3,177,12.0,67.5,,
17.04.04,8:00:00,-200.0,8.8,-200,12.8,80.8,172.7945453,204.2916651
11.05.04,21:00:00,3.3,18.1,128,19.2,52.3,110.2465638,66.43387576
13.02.05,23:00:00,1.5,5.6,142,11.8,53.4,,
03.08.04,23:00:00,-200.0,11.2,111,28.0,49.0,,
07.09.04,21:00:00,2.2,11.1,-200,26.3,34.1,,
02.03.05,7:00:00,0.7,3.5,110,-1.3,47.5,,
22.09.04,21:00:00,2.2,11.9,115,23.4,59.9,,
18.05.04,20:00:00,3.4,15.8,135,23.7,30.0,117.9587074,63.48552781
01.06.04,17:00:00,3.6,22.0,109,23.7,50.5,,
11.09.04,3:00:00,-200.0,3.1,-200,23.6,40.5,,
10.05.04,22:00:00,1.7,9.6,95,15.8,56.2,123.146051,62.26467464
18.02.05,20:00:00,4.8,17.6,250,8.3,40.3,,
12.01.05,15:00:00,3.4,18.2,173,15.7,48.8,,
11.09.04,10:00:00,-200.0,16.3,-200,28.7,30.3,,
19.08.04,9:00:00,1.0,6.3,39,31.0,42.9,,
10.04.04,0:00:00,1.3,5.4,79,12.0,66.9,147.29392380000004,142.57671100000005
14.08.04,20:00:00,1.4,7.3,85,29.8,41.8,,
02.04.04,8:00:00,3.9,20.3,114,12.6,70.2,78.10507159,115.8491139
17.04.04,12:00:00,-200.0,5.0,-200,18.8,50.1,170.8837564,201.1624831
30.05.04,7:00:00,0.2,3.6,61,18.6,44.2,,
26.06.04,13:00:00,1.4,8.2,86,37.7,16.0,,
06.07.04,6:00:00,1.6,10.2,97,21.8,52.5,,
30.05.04,22:00:00,1.2,8.4,117,22.3,33.6,,
09.08.04,0:00:00,1.2,6.5,57,25.8,60.4,,
25.07.04,19:00:00,1.6,6.3,90,28.8,41.3,,
31.08.04,2:00:00,-200.0,2.9,-200,22.7,60.8,,
04.05.04,23:00:00,1.1,5.0,61,17.3,59.5,50.89618029,174.529451
04.07.04,11:00:00,1.0,5.4,58,33.9,26.2,,
18.10.04,21:00:00,-200.0,14.2,-200,17.6,65.9,,
18.12.04,3:00:00,1.3,4.3,-200,12.2,74.5,,
30.03.04,0:00:00,1.0,2.6,76,13.1,26.8,76.87027262,119.0926144
21.09.04,7:00:00,5.6,31.4,133,18.2,66.1,,
20.09.04,10:00:00,3.5,18.1,173,26.4,41.9,,
15.06.04,5:00:00,0.5,3.0,51,20.8,49.4,,
08.10.04,10:00:00,5.1,29.5,128,23.2,54.7,,
23.04.04,21:00:00,1.8,10.9,98,20.5,41.5,185.5247164,209.6741918
17.09.04,17:00:00,2.9,15.2,112,23.6,42.8,,
04.11.04,15:00:00,-200.0,24.5,156,26.8,43.3,,
24.09.04,6:00:00,1.3,8.4,83,20.8,62.2,,
18.06.04,3:00:00,0.4,2.5,-200,22.2,50.7,,
16.02.05,20:00:00,5.6,24.7,227,6.6,43.4,,
08.01.05,9:00:00,3.4,14.7,126,6.8,77.9,,
02.11.04,6:00:00,0.5,3.0,37,17.9,69.3,,
16.08.04,12:00:00,1.4,7.3,77,37.4,14.7,,
15.08.04,6:00:00,0.4,2.0,27,22.7,59.2,,
29.12.04,14:00:00,-200.0,4.5,-200,11.6,46.8,,
20.05.04,1:00:00,0.8,5.8,73,18.0,53.0,127.3170108,66.05460585
04.03.05,3:00:00,1.2,2.5,-200,4.5,70.6,,
14.12.04,17:00:00,7.4,-200.0,257,-200.0,-200.0,,
11.12.04,6:00:00,1.0,4.3,107,7.8,47.4,,
03.06.04,14:00:00,-200.0,8.6,-200,28.7,27.7,,
05.04.04,2:00:00,-200.0,2.2,-200,15.0,61.5,143.1915321,160.1304136
04.09.04,18:00:00,2.1,10.0,-200,36.6,22.6,,
21.01.05,5:00:00,1.3,6.6,117,5.5,66.5,,
13.01.05,6:00:00,1.0,3.7,81,6.5,79.7,,
22.05.04,1:00:00,3.3,16.0,124,17.8,46.1,123.2380624,66.12941297
21.08.04,20:00:00,-200.0,7.8,-200,24.6,38.0,,
29.06.04,14:00:00,2.1,12.3,130,37.2,25.5,,
06.04.04,17:00:00,2.7,14.0,116,17.5,40.6,152.3552678,168.11138469999997
16.03.05,7:00:00,1.0,3.6,99,7.6,69.2,,
28.03.05,6:00:00,0.6,1.9,63,13.9,78.0,,
02.09.04,8:00:00,5.2,30.0,67,22.8,54.2,,
05.05.04,11:00:00,2.6,13.0,120,17.2,62.9,53.97960741,163.9991095
17.11.04,12:00:00,3.2,14.4,187,13.3,42.3,,
23.01.05,13:00:00,-200.0,9.2,191,7.9,41.6,,
30.03.05,11:00:00,1.8,7.9,137,20.9,42.5,,
13.04.04,16:00:00,1.7,7.7,88,16.3,41.8,139.173182,153.9411187
14.01.05,23:00:00,1.6,6.7,113,6.7,74.4,,
04.04.05,11:00:00,2.4,11.4,179,24.3,23.7,,
07.11.04,7:00:00,0.4,1.2,35,15.1,52.0,,
07.12.04,1:00:00,1.4,5.5,75,13.0,69.4,,
25.07.04,14:00:00,0.7,2.5,44,29.8,38.6,,
10.08.04,3:00:00,0.5,3.9,-200,24.4,65.0,,
26.10.04,17:00:00,8.4,45.9,187,23.2,58.7,,
13.12.04,15:00:00,4.4,28.0,204,16.0,38.7,,
04.04.04,14:00:00,-200.0,5.6,-200,25.8,31.1,85.12810018,113.1579977
03.04.04,11:00:00,-200.0,11.4,-200,20.7,41.7,83.1420887,104.5940239
07.12.04,3:00:00,1.1,4.2,-200,11.6,73.4,,
13.06.04,5:00:00,0.4,2.2,33,23.3,51.0,,
21.04.04,14:00:00,-200.0,9.6,-200,26.3,24.8,182.176298,219.7454699
28.05.04,15:00:00,1.7,12.3,115,29.6,18.9,,
28.06.04,16:00:00,1.8,11.6,130,39.9,20.1,,
30.09.04,16:00:00,3.9,23.4,146,25.8,44.8,,
08.01.05,5:00:00,1.2,3.4,94,7.4,71.7,,
30.11.04,11:00:00,3.3,13.4,139,14.0,70.9,,
08.01.05,14:00:00,3.6,14.3,175,13.4,55.9,,
02.01.05,22:00:00,3.2,-200.0,169,-200.0,-200.0,,
11.08.04,9:00:00,1.8,9.7,58,29.8,51.1,,
25.04.04,21:00:00,1.4,5.1,90,15.5,37.0,189.6433701,207.9843971
19.04.04,16:00:00,-200.0,11.5,-200,10.5,79.0,179.2380746,206.77468
29.04.04,10:00:00,2.1,10.9,118,23.8,30.2,171.55175669999997,217.5568422
01.11.04,14:00:00,1.5,6.5,64,23.1,70.8,,
21.11.04,5:00:00,0.1,2.8,75,4.1,52.2,,
18.11.04,18:00:00,4.6,20.4,220,17.3,53.6,,
10.02.05,9:00:00,3.8,-200.0,289,-200.0,-200.0,,
02.03.05,2:00:00,0.6,1.3,67,-0.1,31.9,,
26.05.04,16:00:00,1.3,9.7,112,31.8,13.8,,
23.12.04,16:00:00,4.3,17.9,177,11.3,33.6,,
14.09.04,4:00:00,-200.0,4.6,-200,19.9,65.5,,
04.01.05,16:00:00,2.9,-200.0,165,-200.0,-200.0,,
31.08.04,17:00:00,2.0,10.1,82,32.7,33.0,,
04.03.05,13:00:00,3.4,16.4,189,10.9,52.4,,
28.01.05,20:00:00,1.9,-200.0,155,-200.0,-200.0,,
03.04.05,6:00:00,0.4,1.3,55,9.1,52.4,,
12.10.04,22:00:00,-200.0,4.1,-200,15.6,55.9,,
12.02.05,3:00:00,2.5,5.9,-200,5.0,66.3,,
15.07.04,0:00:00,2.1,12.1,116,24.0,34.9,,
23.01.05,18:00:00,-200.0,4.3,130,5.7,75.1,,
23.06.04,11:00:00,2.3,13.0,119,32.2,25.1,,
13.12.04,18:00:00,9.9,50.8,269,12.6,55.9,,
20.03.05,11:00:00,2.4,8.8,166,17.0,47.5,,
06.12.04,17:00:00,2.9,15.7,115,17.3,57.1,,
15.10.04,17:00:00,-200.0,24.9,-200,20.9,48.5,,
03.03.05,2:00:00,1.1,3.5,117,3.8,45.9,,
08.04.04,9:00:00,4.2,19.1,130,13.0,54.2,151.8070161,142.55164399999995
12.08.04,12:00:00,1.3,5.5,54,34.5,35.1,,
16.03.04,14:00:00,3.8,20.4,161,25.8,23.2,25.38511462,53.31010875
22.03.04,6:00:00,0.6,2.0,46,16.4,54.0,37.61592438,54.00473873
24.07.04,16:00:00,1.1,5.2,53,36.6,28.2,,
04.06.04,10:00:00,-200.0,5.7,-200,24.8,31.3,,
03.02.05,16:00:00,2.0,10.2,157,15.7,34.5,,
15.03.04,10:00:00,5.8,26.6,157,17.4,45.6,28.54018068,54.96537221
21.03.04,19:00:00,3.5,12.6,119,17.8,48.1,50.78382643,51.13241026
28.12.04,21:00:00,-200.0,12.9,-200,11.0,73.8,,
03.03.05,22:00:00,2.3,8.7,161,4.6,82.5,,
08.10.04,8:00:00,4.3,24.8,75,19.5,66.9,,
24.03.05,21:00:00,5.0,24.2,201,18.2,52.2,,
02.03.05,19:00:00,5.1,23.3,240,7.2,25.6,,
04.02.05,18:00:00,2.2,9.4,197,9.1,37.8,,
16.11.04,21:00:00,2.8,13.2,171,11.8,44.3,,
23.03.04,3:00:00,0.5,1.2,-200,11.0,70.0,41.22191584,53.30061687
06.01.05,21:00:00,2.4,8.4,152,12.6,65.4,,
18.03.05,17:00:00,3.7,15.8,212,25.1,21.8,,
07.05.04,11:00:00,1.3,6.3,101,19.7,33.7,48.04354473,159.05378169999997
11.07.04,10:00:00,0.6,4.6,57,27.9,33.6,,
11.12.04,22:00:00,2.0,9.0,118,11.2,45.1,,
15.01.05,15:00:00,3.2,12.3,182,12.3,46.3,,
08.05.04,11:00:00,-200.0,10.1,-200,13.8,72.3,120.4252207,61.84726257
14.12.04,12:00:00,4.4,21.7,206,12.9,54.1,,
20.08.04,21:00:00,-200.0,6.8,-200,28.2,49.8,,
28.03.04,12:00:00,1.8,7.7,86,21.3,26.4,75.38771569,113.250221
25.08.04,1:00:00,1.3,6.3,71,24.9,50.6,,
02.06.04,16:00:00,-200.0,8.9,47,31.4,31.2,,
08.04.04,8:00:00,5.1,27.1,118,9.9,64.3,147.07514430000003,141.46228280000003
04.09.04,1:00:00,1.2,6.7,-200,25.8,45.4,,
11.06.04,21:00:00,2.9,16.1,140,27.2,22.5,,
07.12.04,17:00:00,2.6,13.9,110,16.5,54.6,,
14.02.05,1:00:00,1.6,6.0,136,10.1,58.9,,
26.04.04,8:00:00,2.1,8.9,89,15.0,41.7,172.88627240000002,218.3658847
28.05.04,10:00:00,-200.0,9.6,-200,24.3,35.1,,
23.10.04,10:00:00,2.8,15.7,92,21.6,61.4,,
27.02.05,20:00:00,2.6,6.8,181,5.5,43.5,,
04.04.04,12:00:00,-200.0,8.6,-200,25.1,33.8,72.79298985,100.7998614
21.12.04,21:00:00,4.0,13.8,185,6.3,42.6,,
08.05.04,17:00:00,-200.0,7.1,-200,19.8,33.6,112.2810749,64.48480685
25.09.04,14:00:00,1.0,4.5,12,19.8,31.1,,
03.01.05,20:00:00,4.2,-200.0,182,-200.0,-200.0,,
01.02.05,16:00:00,3.2,14.4,162,13.5,44.8,,
31.08.04,1:00:00,-200.0,4.7,-200,23.5,58.3,,
20.02.05,18:00:00,1.3,3.4,127,8.0,57.7,,
10.07.04,19:00:00,0.9,5.3,58,27.2,28.2,,
18.03.05,2:00:00,1.1,4.5,132,10.4,58.4,,
01.10.04,13:00:00,4.1,22.3,132,23.9,54.4,,
31.10.04,14:00:00,1.5,7.5,62,22.9,65.7,,
03.12.04,7:00:00,1.5,7.0,96,13.8,85.3,,
19.02.05,3:00:00,1.2,3.9,-200,2.2,59.6,,
23.03.04,17:00:00,3.0,13.8,122,13.6,54.6,77.28257201,100.8105568
20.02.05,5:00:00,0.8,1.9,72,8.4,48.6,,
25.01.05,5:00:00,-200.0,0.2,20,3.7,56.3,,
17.04.04,4:00:00,-200.0,3.0,-200,12.6,79.9,135.3797728,141.4868991
18.07.04,1:00:00,1.2,5.5,70,26.3,33.1,,
27.08.04,19:00:00,2.3,-200.0,116,-200.0,-200.0,,
23.01.05,19:00:00,-200.0,6.8,141,5.4,77.6,,
26.08.04,8:00:00,2.6,-200.0,90,-200.0,-200.0,,
03.04.05,15:00:00,1.1,5.4,100,30.0,11.1,,
02.05.04,6:00:00,0.7,3.6,45,13.1,70.2,49.14398253,131.9535724
03.08.04,14:00:00,-200.0,9.3,114,35.4,30.9,,
15.03.05,7:00:00,0.9,3.8,110,10.1,64.3,,
11.11.04,18:00:00,3.9,16.5,187,11.6,76.0,,
01.05.04,9:00:00,1.8,8.8,86,19.4,54.6,44.63766152,148.7068715
07.06.04,13:00:00,2.5,14.9,115,34.4,20.4,,
06.02.05,13:00:00,1.2,3.5,135,11.1,23.5,,
12.01.05,1:00:00,2.4,11.4,123,11.4,69.6,,
17.04.04,22:00:00,-200.0,7.9,-200,17.0,50.8,172.37965480000003,220.9693949
19.04.04,1:00:00,-200.0,4.2,-200,14.1,70.1,188.0066819,211.6715891
25.09.04,0:00:00,1.2,3.9,2,15.6,50.0,,
05.03.05,20:00:00,2.6,10.9,185,7.8,63.4,,
28.11.04,9:00:00,1.1,2.8,81,8.6,76.6,,
25.01.05,14:00:00,0.4,4.2,123,4.7,48.6,,
29.11.04,22:00:00,1.2,4.0,78,16.3,59.7,,
15.08.04,22:00:00,1.6,8.2,91,28.4,34.4,,
03.09.04,15:00:00,-200.0,13.5,-200,37.6,19.6,,
12.06.04,13:00:00,1.6,9.6,91,35.1,21.8,,
25.01.05,19:00:00,1.0,5.8,142,4.3,56.7,,
15.11.04,22:00:00,1.4,5.4,112,11.6,37.3,,
24.10.04,9:00:00,1.4,7.8,59,19.1,70.0,,
03.04.05,1:00:00,0.8,2.8,86,12.7,40.8,,
12.10.04,16:00:00,-200.0,7.9,-200,17.9,52.6,,
25.04.04,12:00:00,1.0,2.7,52,17.4,33.9,171.0984981,215.0036398
27.03.05,9:00:00,1.1,4.4,79,14.5,80.8,,
26.03.04,6:00:00,0.9,4.0,78,8.0,71.8,74.26779077,104.2084517
02.04.05,17:00:00,1.1,3.5,113,21.0,22.3,,
21.04.04,15:00:00,-200.0,9.3,-200,27.0,22.2,172.120743,220.1779011
09.08.04,17:00:00,1.5,-200.0,75,-200.0,-200.0,,
25.06.04,13:00:00,1.9,9.8,93,34.7,22.6,,
15.03.05,10:00:00,4.0,15.6,194,16.4,44.6,,
24.03.04,17:00:00,2.8,13.4,130,11.7,69.1,80.10688094,115.5382732
24.11.04,4:00:00,1.4,5.4,81,10.6,78.8,,
30.09.04,10:00:00,-200.0,22.2,-200,20.2,53.0,,
20.03.05,8:00:00,0.7,2.5,84,13.3,62.4,,
18.03.04,2:00:00,1.0,5.5,88,14.8,52.1,32.60154449,59.58170112
10.04.04,18:00:00,2.0,8.7,111,18.3,31.6,131.9725655,156.5787448
16.10.04,8:00:00,-200.0,12.2,-200,15.9,70.4,,
09.02.05,22:00:00,2.2,-200.0,157,-200.0,-200.0,,
13.12.04,21:00:00,2.9,15.5,147,10.6,64.1,,
14.03.04,17:00:00,2.9,12.0,128,21.3,30.8,41.88060508,59.62651408
24.12.04,16:00:00,6.7,22.2,193,10.6,55.3,,
01.07.04,20:00:00,3.4,16.5,149,30.9,30.4,,
18.03.04,18:00:00,3.7,21.5,156,23.0,26.8,31.39507851,57.24417396
23.01.05,11:00:00,-200.0,7.3,178,5.8,43.4,,
30.11.04,4:00:00,0.6,1.2,42,13.8,81.3,,
18.03.05,3:00:00,0.9,3.2,117,8.9,63.5,,
23.12.04,10:00:00,3.4,12.8,171,4.3,49.4,,
29.04.04,22:00:00,2.7,13.7,102,17.8,61.0,182.3973811,206.6206026
12.10.04,11:00:00,-200.0,8.3,-200,19.7,49.1,,
05.08.04,15:00:00,-200.0,6.4,97,28.7,51.4,,
24.08.04,19:00:00,1.4,6.8,65,29.8,43.4,,
08.09.04,11:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
14.07.04,1:00:00,1.1,6.7,69,23.0,33.8,,
30.03.05,14:00:00,1.8,9.2,124,26.1,26.3,,
16.03.05,12:00:00,2.8,11.9,194,23.1,27.3,,
06.12.04,10:00:00,4.7,18.5,161,15.9,63.4,,
16.05.04,11:00:00,1.6,7.9,92,28.2,19.0,112.8170057,63.73683756
21.07.04,23:00:00,3.5,14.4,106,28.9,39.1,,
26.12.04,23:00:00,1.3,5.2,114,12.0,72.3,,
13.02.05,9:00:00,3.3,13.4,155,9.5,82.4,,
23.01.05,22:00:00,-200.0,3.5,104,5.8,74.4,,
27.07.04,21:00:00,-200.0,6.7,100,26.1,28.3,,
23.06.04,12:00:00,2.2,13.1,106,34.9,20.5,,
26.03.04,3:00:00,0.6,1.7,-200,8.2,68.5,73.58682838,102.6919821
14.09.04,16:00:00,-200.0,19.5,-200,27.7,53.7,,
19.03.05,15:00:00,1.4,5.4,119,21.2,35.9,,
11.05.04,23:00:00,2.2,12.4,100,17.3,58.8,130.7179458,63.05701254
01.08.04,10:00:00,0.9,5.8,48,32.4,37.3,,
19.05.04,17:00:00,3.4,19.3,149,28.8,26.3,125.1949315,67.9793676
21.04.04,6:00:00,-200.0,8.7,-200,10.2,70.9,189.1627054,202.5640258
06.04.04,13:00:00,2.9,13.6,116,20.4,34.7,153.7311768,148.9369246
27.03.04,19:00:00,3.0,12.9,133,14.7,40.1,72.24574477,114.9470673
16.02.05,17:00:00,1.6,7.0,148,8.2,41.8,,
03.04.04,19:00:00,-200.0,26.7,-200,22.1,36.8,79.44766939,117.7602641
03.01.05,0:00:00,3.0,-200.0,149,-200.0,-200.0,,
30.05.04,3:00:00,0.3,6.2,-200,17.8,44.8,,
05.06.04,10:00:00,1.1,5.3,68,24.1,41.3,,
03.11.04,22:00:00,2.8,15.6,86,20.5,63.0,,
07.01.05,0:00:00,1.3,4.3,98,10.0,70.9,,
17.01.05,12:00:00,2.7,13.4,178,10.5,34.7,,
22.02.05,20:00:00,2.6,8.1,190,4.2,77.8,,
25.05.04,3:00:00,-200.0,1.2,-200,13.3,35.6,,
22.08.04,14:00:00,-200.0,1.8,-200,33.3,17.1,,
18.03.05,22:00:00,2.0,7.2,159,13.3,60.5,,
18.02.05,7:00:00,0.7,1.8,90,6.4,50.7,,
01.01.05,11:00:00,1.7,5.4,113,6.8,48.6,,
02.01.05,20:00:00,3.4,13.0,174,8.3,58.2,,
27.09.04,17:00:00,3.1,17.3,132,25.1,25.8,,
18.05.04,10:00:00,2.4,12.3,119,25.3,27.0,128.0734585,63.58469662
02.02.05,16:00:00,1.8,9.0,124,14.5,18.0,,
03.01.05,23:00:00,1.5,-200.0,130,-200.0,-200.0,,
02.08.04,12:00:00,1.7,10.7,107,35.6,29.2,,
24.12.04,19:00:00,6.4,-200.0,168,-200.0,-200.0,,
26.07.04,16:00:00,-200.0,8.2,101,35.4,23.8,,
08.04.04,21:00:00,1.6,7.0,93,15.3,41.5,146.5048233,144.76345659999996
03.03.05,4:00:00,1.0,4.1,119,3.4,56.3,,
02.08.04,22:00:00,0.3,10.7,98,28.0,46.2,,
22.03.04,0:00:00,1.7,6.1,86,16.1,60.0,32.15759352,50.26344851
07.03.05,1:00:00,1.2,3.2,116,5.4,48.8,,
20.06.04,6:00:00,0.9,-200.0,65,-200.0,-200.0,,
21.03.04,16:00:00,1.9,6.9,89,20.3,38.0,23.62511606,57.47141179
16.03.04,17:00:00,2.9,15.8,133,28.0,19.1,40.3521214,50.86672679
31.12.04,22:00:00,-200.0,5.6,-200,9.1,37.2,,
09.05.04,1:00:00,-200.0,9.0,-200,12.7,64.9,116.8383776,62.92220778
01.07.04,1:00:00,1.5,9.9,77,26.2,49.4,,
31.01.05,22:00:00,2.1,7.1,208,5.4,43.5,,
07.11.04,8:00:00,0.5,1.6,51,14.9,46.8,,
22.03.04,13:00:00,2.0,10.4,87,21.3,28.1,36.02878273,55.67861158
27.01.05,4:00:00,-200.0,0.3,28,4.4,42.2,,
27.09.04,14:00:00,1.6,9.2,99,23.8,27.0,,
10.02.05,16:00:00,2.3,-200.0,135,-200.0,-200.0,,
26.12.04,13:00:00,1.8,5.8,127,13.9,60.9,,
05.07.04,12:00:00,2.2,12.2,140,36.2,18.0,,
06.11.04,14:00:00,3.8,20.9,132,21.7,54.8,,
26.02.05,16:00:00,2.5,3.1,98,9.0,47.3,,
18.12.04,18:00:00,1.2,4.6,102,12.4,19.6,,
30.03.04,12:00:00,3.7,18.9,138,20.8,22.5,82.68471245,104.9290903
09.04.04,19:00:00,3.4,-200.0,137,-200.0,-200.0,129.270975,153.23679019999997
08.04.04,5:00:00,0.8,2.8,62,8.1,72.1,133.8386839,151.6816736
13.05.04,13:00:00,2.4,11.1,98,18.2,49.6,118.5193831,69.0833367
08.09.04,6:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
24.09.04,21:00:00,0.7,2.2,57,14.0,75.4,,
25.03.05,11:00:00,1.6,9.5,117,20.4,50.5,,
20.04.04,19:00:00,-200.0,23.9,-200,19.9,45.0,172.8803868,216.5773185
02.05.04,16:00:00,1.1,5.5,67,25.9,28.1,57.14248628,165.3475231
25.01.05,23:00:00,-200.0,1.5,67,3.9,50.6,,
25.12.04,10:00:00,3.0,11.0,136,9.8,68.6,,
05.05.04,8:00:00,-200.0,22.0,-200,16.4,70.8,38.66797755,167.5362289
26.03.05,23:00:00,1.6,7.2,111,16.5,63.8,,
10.02.05,21:00:00,4.5,-200.0,225,-200.0,-200.0,,
17.03.05,6:00:00,0.6,2.3,84,9.0,64.3,,
08.01.05,17:00:00,4.6,17.9,192,13.0,61.9,,
14.03.05,8:00:00,3.5,15.7,163,10.8,64.4,,
13.11.04,8:00:00,2.1,9.7,124,14.9,64.1,,
24.03.05,8:00:00,3.1,19.8,107,13.4,55.1,,
01.02.05,23:00:00,2.6,5.4,137,6.7,47.6,,
05.06.04,16:00:00,1.9,10.2,92,26.6,47.6,,
09.02.05,19:00:00,3.9,-200.0,240,-200.0,-200.0,,
05.11.04,14:00:00,4.4,25.0,125,23.0,49.0,,
30.12.04,10:00:00,-200.0,5.0,-200,10.8,35.1,,
12.10.04,17:00:00,-200.0,10.9,-200,17.1,54.2,,
07.11.04,11:00:00,0.7,2.7,63,18.0,34.7,,
10.08.04,16:00:00,1.2,6.7,88,39.8,25.4,,
26.04.04,6:00:00,0.8,3.4,72,14.0,43.8,183.657221,200.4548312
14.08.04,3:00:00,0.4,1.7,-200,25.0,56.0,,
16.11.04,18:00:00,4.2,18.5,206,14.8,29.6,,
